Respondent ID,Collector ID,Start Date,End Date,In silico medicine - Not at all aware,In silico medicine - Slightly aware,In silico medicine - Moderately aware,In silico medicine - Very aware,In silico medicine - Extremely aware,Patient-specific modelling - Not at all aware,Patient-specific modelling - Slightly aware,Patient-specific modelling - Moderately aware,Patient-specific modelling - Very aware,Patient-specific modelling - Extremely aware,In silico clinical trials - Not at all aware,In silico clinical trials - Slightly aware,In silico clinical trials - Moderately aware,In silico clinical trials - Very aware,In silico clinical trials - Extremely aware,Virtual Physiological Human - Not at all aware,Virtual Physiological Human - Slightly aware,Virtual Physiological Human - Moderately aware,Virtual Physiological Human - Very aware,Virtual Physiological Human - Extremely aware,Personalized medicine - Not at all aware,Personalized medicine - Slightly aware,Personalized medicine - Moderately aware,Personalized medicine - Very aware,Personalized medicine - Extremely aware,Digital Twin - Not at all aware,Digital Twin - Slightly aware,Digital Twin - Moderately aware,Digital Twin - Very aware,Digital Twin - Extremely aware,Q2 Biomedical Engineering,Q2 Computer Science,Q2 Data Science,Q2 Statistics,Q2 Mathematics,Q2 Other,Q3 Finite Element Analysis awareness,Q3 Lumped-parameter models awareness,Q3 Computational Fluid Dynamics awareness,Q3 Fluid-structure interaction awareness,Q3 Multi-scale 1D-3D awareness,"Q3 Extended (e.g. Augmented, Virtual, Mixed) reality awareness",Q3 Artificial Intelligence/Machine Learning awareness,Q3 Statistical shape modelling awareness,Q4 Finite Element Analysis,Q4 Lumped-parameter models,Q4 Computational Fluid Dynamics,Q4 Fluid-structure Interaction,Q4 Multi-scale 1D-3D modelling,"Q4 Extended (e.g. Augmented, Virtual, Mixed) reality",Q4 Artificial Interlligence/Machine Learning,Q4 Statistical Shape Modelling,Q4 None,Q4 Other method applied,Q5 Team members for CMnS,Q6 clinical premises,Q7 role for CMnS in clinics,Q8 Agree statement 1,Q8 Agree statement 2,Q8 Agree statement 3,Q8 Agree statement 4,Q8 Agree statement 5,Q8 Agree statement 6,Q8 Agree statement 7,Q8 Agree statement 8,Q9 Enrich diagnosis,Q9 Plan interventions,Q9 Compare different therapeutic outcomes (retrospectively),Q9 Teach,Q9 Study Pathophysiology,Q9 Inform the patient on disease progress,Q9 Predict/compare therapeutic outcomes,Q9 None of the above,Q9 Other usage,Q10 use for planning,Q11 Cardiovascular,Q11 Musko-skeletal,Q11 Cancer,Q11 Neuro-degenerative,Q11 N/A,Q11 Other types of intervention,Q12 name procedure,Q13 how often,Q14 Trust scale,Q15 Successful post-hoc in silico clinical trials,Q15 Successful a priori in silico clinical trials,Q15 Personal positive experience,Q15 Regulatory approval,Q15 Other evidence,Q16 Demo medical specialty,Q17 Country,Q18 Current position,Q19 Age group,Q20 Articles,Q21 Grants,Q22 Funding,Q23 Collaboration Europe,Q23 Collaboration North America,Q23 Collaboration South America,Q23 Collaboration Africa,Q23 Collaboration Asia,Q23 Collaboration Oceania,Q24 Involvement in CT,Q25 CE marking
12466194799,394364328,05/03/2021 16:00,05/03/2021 16:07,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,Biomedical Engineering,,,,,,Very familiar,Slightly familiar,Not at all familiar,Not at all familiar,Very familiar,Moderately familiar,Moderately familiar,Slightly familiar,Finite Element Analysis,Lumped-parameter models,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Neutral,Neutral,Neutral,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,,,,,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,No,Cardiovascular,,,,,,,>20 times,6,,Successful a priori in silico clinical trials,,Regulatory approval,,N/A,US,Associate Professor,55-64,100,01-May,~1 Mio Euro,Europe,North America,,,,,Yes,Yes
12441214226,394364328,25/02/2021 07:56,05/03/2021 10:48,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,,,Moderately aware,,,,Slightly aware,,,,Biomedical Engineering,Computer Science,,,,Mechanical Engineering,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Moderately familiar,Moderately familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,,,Statistical Shape Modelling,,,Yes,No,Definitely yes,Strongly agree,Strongly agree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,,Predict/compare therapeutic outcomes,,,Yes,,Musko-skeletal,Cancer,,,,,11-20 times,9,,,Personal positive experience,Regulatory approval,,Surgery,Italy,Physician,45-54,3,01-May,350,Europe,,,,,,Yes,Yes
12462679665,394364328,04/03/2021 15:55,04/03/2021 16:06,,,,,Extremely aware,,,,Very aware,,,Slightly aware,,,,,,Moderately aware,,,,,,,Extremely aware,,,Moderately aware,,,Biomedical Engineering,Computer Science,,,Mathematics,,Very familiar,Very familiar,Very familiar,Moderately familiar,Very familiar,Moderately familiar,Very familiar,Very familiar,,Lumped-parameter models,Computational Fluid Dynamics,,,,Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,No,No,Definitely yes,Agree,Neutral,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Enrich diagnosis,Plan interventions,,Teach,Study Pathophysiology,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,Plan device implantation in congenital heart disease ,Less than 5,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Cardiology,South Africa,Head of Department ,45-54,30,01-May,N/A,Europe,,,,,,No,No
12460728477,394364328,04/03/2021 00:23,04/03/2021 00:28,,Slightly aware,,,,,,,Very aware,,,Slightly aware,,,,,,Moderately aware,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,Data Science,,,,Slightly familiar,Slightly familiar,Slightly familiar,,Very familiar,Moderately familiar,Moderately familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Neutral,Neutral,,Plan interventions,,,Study Pathophysiology,,,,,Yes,Cardiovascular,,,,,,Interventional cardiology procedures,Less than 5,7,Successful post-hoc in silico clinical trials,,,,,Cardiology,Spain,Attending physician,35-44,60,None,None,Europe,,,,,,Yes,Yes
12458806787,394364328,03/03/2021 13:57,03/03/2021 14:06,,Slightly aware,,,,,,,Very aware,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,,,,,Medical - doctor ,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,,,,,Yes,Cardiovascular,,,,,,"PAPVD, superior sinus venosus defect, PPVI, complex CHD surgery ",5-10 times,8,Successful post-hoc in silico clinical trials,,,,"Dedicated research study to assess effectiveness, ideally RCT",Cardiology,UK,Consultant ,45-54,,>10,NA,Europe,,,,,,No,No
12458541327,394364328,03/03/2021 12:32,03/03/2021 12:37,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,,,Statistics,,,Not at all familiar,Not at all familiar,Moderately familiar,Not at all familiar,Very familiar,Slightly familiar,Not at all familiar,Not at all familiar,,,Computational Fluid Dynamics,,,,,,,,No,N/A,Definitely yes,Neutral,Agree,Agree,Neutral,Disagree,Strongly agree,Neutral,Agree,,Plan interventions,,,,,,,,No,,,,,N/A,,,Less than 5,5,Successful post-hoc in silico clinical trials,,Personal positive experience,,,Cardiology,Bahrain ,Consultant ,55-64,75,None,,,,,,Asia,,No,No
12457961247,394364328,03/03/2021 08:20,03/03/2021 08:32,,,Moderately aware,,,,,,Very aware,,,Slightly aware,,,,,,,Very aware,,,,,Very aware,,,Slightly aware,,,,Biomedical Engineering,Computer Science,Data Science,Statistics,,,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Slightly familiar,Not at all familiar,Slightly familiar,,Lumped-parameter models,,,Multi-scale (1D-3D) modelling,,,,,,Yes,Yes,Definitely yes,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Neutral,Enrich diagnosis,Plan interventions,,Teach,Study Pathophysiology,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,"Neurosurgery, Airway/Trachea",,>20 times,8,,Successful a priori in silico clinical trials,Personal positive experience,,,Cardiology,Germany,Attending,35-44,>30,01-May,,,,,Africa,,,No,No
12457187084,394364328,03/03/2021 00:43,03/03/2021 00:55,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,,,,,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Very familiar,Moderately familiar,,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Enrich diagnosis,,,,,Inform the patient on disease progress,,,,Yes,,Musko-skeletal,,,,,,Less than 5,10,,Successful a priori in silico clinical trials,Personal positive experience,,,Imaging,Nigeria,Senior Imaging scientist,35-44,1,None,0,,,,,,,No,No
12456723461,394364328,02/03/2021 21:48,02/03/2021 21:54,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Biomedical Engineering,Computer Science,Data Science,Statistics,,,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,,,,,,,,,None,,No,No,Probably yes,Agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,,,,,,,,None of the above,,No,,,,,,,,,,,,,,,Cardiology,Argentina,Chief ,45-54,5,None,,,,,,,,No,No
12456452408,394364328,02/03/2021 20:19,02/03/2021 20:27,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,,Data Science,Statistics,,,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Moderately familiar,Slightly familiar,Slightly familiar,Not at all familiar,,,,,Multi-scale (1D-3D) modelling,,,,,,Yes,Yes,Definitely yes,Agree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Enrich diagnosis,Plan interventions,,,,,,,,Yes,Cardiovascular,,,,,,,Less than 5,7,,Successful a priori in silico clinical trials,,,,Cardiology,Netherlands,MD,45-54,10,None,,,,,,,,No,No
12455395711,394364328,02/03/2021 14:58,02/03/2021 15:05,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,,,,Very aware,,Not at all aware,,,,,,Computer Science,,,,,Extremely familiar,Not at all familiar,Slightly familiar,Not at all familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,Finite Element Analysis,,,,,,,,,,Yes,Yes,Definitely yes,Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Neutral,Agree,Neutral,,,,,,,,None of the above,,No,,Musko-skeletal,,,,,,Less than 5,5,Successful post-hoc in silico clinical trials,,,,,Orthopaedics,France,senior researcher,45-54,50,01-May,600 k?,Europe,,,,,,No,No
12455374625,394364328,02/03/2021 14:52,02/03/2021 14:53,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,,,,Very aware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12260980989,394364328,16/12/2020 01:22,02/03/2021 13:58,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,Very aware,,,,,,Extremely aware,,,,,Extremely aware,,,,,,M&S in many domains,Moderately familiar,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Very familiar,Very familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,"Agent basses, bio MultiScale Modeling, training M&S",,N/A,,Agree,,,Disagree,Strongly disagree,Disagree,,Agree,,,,Teach,Study Pathophysiology,,,,,,,,,,,,,,8,,,Personal positive experience,,,None,US,Retired,65+,Few,01-May,,,North America,,,,,No,No
12454844647,394364328,02/03/2021 11:49,02/03/2021 12:01,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,,,Statistics,,,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,No,No,Probably yes,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,4,,,Personal positive experience,Regulatory approval,,Cardiology,Romania,"M.D, Ph. D",55-64,10,None,,,,,,,,No,No
12453951750,394364328,02/03/2021 02:43,02/03/2021 02:50,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,Biomedical Engineering,,,,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,Yes,Yes,Probably yes,Agree,Neutral,Neutral,Agree,Disagree,Agree,Disagree,Agree,,Plan interventions,,,,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,Aortic valve,Less than 5,7,Successful post-hoc in silico clinical trials,,Personal positive experience,,,Cardiology,India,Director ,35-44,Six,None,,,,,,,,Yes,Yes
12453301703,394364328,01/03/2021 22:04,01/03/2021 22:12,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,,,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,,,,,,,,,None,,No,No,Probably yes,Neutral,Disagree,Agree,Strongly disagree,Neutral,Disagree,Strongly agree,Agree,,,,,,,,None of the above,,No,,,,,,,,,4,,,Personal positive experience,,,Cardiology,Egypt,Assistant professor,45-54,13,None,,,,,,,,No,No
12453288116,394364328,01/03/2021 21:59,01/03/2021 22:05,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,Computer Science,Data Science,,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,,,,,,,,,None,,No,N/A,Probably not,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,5,,,,Regulatory approval,,Cardiology,Italy,Medical Doctor,35-44,25,None,No grants,,,,,,,No,No
12452930644,394364328,01/03/2021 20:03,01/03/2021 20:09,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,Biomedical Engineering,Computer Science,Data Science,Statistics,Mathematics,,Moderately familiar,Very familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Extremely familiar,Moderately familiar,,Lumped-parameter models,,,,,Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly agree,,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,,,,,,"metabolism, diabetes",virtual diabetic patients,5-10 times,9,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,Regulatory approval,,Other,Spain,Professor,55-64,100,>10,several euro milions,Europe,North America,,,,,Yes,Yes
12452622299,394364328,01/03/2021 18:27,01/03/2021 19:01,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,,,,,,none,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,No,No,Definitely not,,,,,,,,,,,,,,,,None of the above,,No,,,,,N/A,,,,,,,,,,,,,35-44,,None,,,,,,,,,
12452679688,394364328,01/03/2021 18:45,01/03/2021 18:51,,,,,Extremely aware,,,,,Extremely aware,,Slightly aware,,,,,Slightly aware,,,,,,,,Extremely aware,,Slightly aware,,,,Biomedical Engineering,Computer Science,,,,,Extremely familiar,Slightly familiar,Slightly familiar,Slightly familiar,Extremely familiar,Very familiar,Moderately familiar,Extremely familiar,Finite Element Analysis,,,,Multi-scale (1D-3D) modelling,,,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly agree,Strongly agree,,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,,Musko-skeletal,,,,,osteotomies,>20 times,6,,,Personal positive experience,,,Surgery,Belgium,Head,55-64,30,01-May,,Europe,North America,,,,,Yes,Yes
12452611596,394364328,01/03/2021 18:23,01/03/2021 18:30,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,Computer Science,,,,Physics,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,,Lumped-parameter models,,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,Agent-based Modeling,Yes,No,Definitely yes,Strongly disagree,Disagree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,,,,,Study Pathophysiology,,,,Fundamental/methodological/translational research,No,,,,,N/A,,,,3,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,Regulatory approval,,Surgery,United States,"Vice Chair of Surgical Research, Professor of Surgery",55-64,100+,01-May,$ 10 million,,North America,,,,,No,No
12452608655,394364328,01/03/2021 18:22,01/03/2021 18:28,,,Moderately aware,,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,,,,,Extremely aware,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,clinical biomechanics,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Moderately familiar,,,,,,,,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,7,Successful post-hoc in silico clinical trials,,,,,Orthopaedics,Belgium,professor,55-64,50,None,,Europe,,,,,,Yes,No
12452363814,394364328,01/03/2021 17:11,01/03/2021 17:25,,,,Very aware,,,,,,Extremely aware,,,Moderately aware,,,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,,,,Cardiac specialists,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Very familiar,Slightly familiar,Not at all familiar,,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,Yes,Yes,Definitely yes,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Disagree,Disagree,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,Congenital heart surgery ,5-10 times,8,,,Personal positive experience,,,Cardiology,United Arab Emirates ,"Division chief,  Consultant ",55-64,50,01-May,,Europe,,,,,,No,No
12452366429,394364328,01/03/2021 17:12,01/03/2021 17:23,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,Computer Science,,,,,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,,,,,,,,,None,,No,N/A,Probably yes,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Agree,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,7,,,Personal positive experience,,,Cardiology,North Macedonia,Consultant,45-54,10,None,Na,Europe,,,,,,Yes,Yes
12452221922,394364328,01/03/2021 16:31,01/03/2021 16:35,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,,,Extremely aware,,,Moderately aware,,,,,Data Science,Statistics,,,Moderately familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,,,,,,No,N/A,Not sure,Neutral,Disagree,Agree,,Disagree,Agree,Neutral,Neutral,,Plan interventions,,Teach,,,,,,Yes,Cardiovascular,,,,,,PPVi. Not so good for planning in dynamic structures.,5-10 times,5,,Successful a priori in silico clinical trials,Personal positive experience,,,Cardiology,UK,Consultant Cardiologist,45-54,35,01-May,0 Euros!,Europe,,,,,,Yes,Yes
12452209036,394364328,01/03/2021 16:27,01/03/2021 16:31,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Biomedical Engineering,,,,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,,,,,,Yes,No,Not sure,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,,,,,,,,None of the above,,No,Cardiovascular,,,,,,CT MRI,,7,,,,,,Anaesthetics,United Arab Emirates ,Pediatric cardiac anesthesia specialist ,45-54,5,None,,,,,,,,Yes,No
12452089034,394364328,01/03/2021 15:54,01/03/2021 15:59,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,Not at all aware,,,,,,,,Very aware,,,Slightly aware,,,,,,,,,Engineering ,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,,,,,,,,,None,,No,No,Definitely not,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly agree,Neutral,Neutral,Strongly disagree,,,,,,,,None of the above,,No,,,,,N/A,,,,0,,,,,,Cardiology,Germany,Director,55-64,150,None,0,,,,,,,Yes,Yes
12452008197,394364328,01/03/2021 15:30,01/03/2021 15:38,,,Moderately aware,,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,,,,,Technologist,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,No,N/A,Probably yes,Strongly disagree,Neutral,Disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,,,,Teach,,,,None of the above,,No,,,,,N/A,,,Less than 5,7,,Successful a priori in silico clinical trials,,,,Cardiology,Oman,Senior consultant ,45-54,15,None,,,,,,Asia,,No,No
12451994491,394364328,01/03/2021 15:26,01/03/2021 15:29,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,,,,,,Very familiar,,Moderately familiar,Very familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,Yes,Yes,Probably yes,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,,Plan interventions,,,,,,,,Yes,Cardiovascular,,,,,,no,>20 times,6,,Successful a priori in silico clinical trials,,,,Cardiology,Poland,Head cardiology Dept.,55-64,over 100,None,no,Europe,,,,,,Yes,Yes
12451922471,394364328,01/03/2021 15:07,01/03/2021 15:14,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,Computer Science,,,,,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,,Lumped-parameter models,,,,,,,,,Yes,Yes,Probably yes,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,,,,Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,Invasive cardiac procedures,5-10 times,8,,Successful a priori in silico clinical trials,,,,Cardiology,United kingdome,Consultant,55-64,50,None,,,,,Africa,,,No,No
12451873916,394364328,01/03/2021 14:54,01/03/2021 15:00,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,No,N/A,Not sure,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,,8,,,,Regulatory approval,,Cardiology,Egypt,Lecturer ,35-44,1,None,N/A,,,,Africa,,,No,No
12451866177,394364328,01/03/2021 14:51,01/03/2021 14:53,,,,,,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,Statistics,,,Slightly familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,,Extremely familiar,,,,,,,,Statistical Shape Modelling,,,Yes,Yes,Probably yes,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Enrich diagnosis,,,,Study Pathophysiology,,,,,Yes,Cardiovascular,,,,,,,Less than 5,9,,Successful a priori in silico clinical trials,,,,,,,35-44,,01-May,,Europe,,,,,,Yes,Yes
12451782610,394364328,01/03/2021 14:27,01/03/2021 14:31,,Slightly aware,,,,,Slightly aware,,,,Not at all aware,,,,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,,,,,,MD,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,,,,,,,,,None,,No,No,Probably yes,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,,Plan interventions,,,,,,,,Yes,Cardiovascular,,,,,,TAVI,>20 times,8,,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Cardiology,Germany,head of cath lab,35-44,80,None,,,,,,,,No,No
12451650376,394364328,01/03/2021 13:49,01/03/2021 13:53,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,Not at all aware,,,,,,,Moderately aware,,,,Slightly aware,,,,,,,,,clinical medicine,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,,,,,Multi-scale (1D-3D) modelling,,,,,,No,No,Probably yes,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,,,,,Study Pathophysiology,,,,,,,,,,N/A,,,,7,,,Personal positive experience,Regulatory approval,,Cardiology,UK,Consultant,35-44,35,None,,Europe,,,,,,No,Yes
